Year,Location,Gender,Age Group,Measure Type,Population
2017,Chichester,Male,Age 39,Value,565.0
2017,Chichester,Male,Aged 40-44,Value,3059.0
2017,Chichester,Male,Age 40,Value,557.0
2017,Chichester,Male,Age 41,Value,593.0
2017,Chichester,Male,Age 42,Value,591.0
2017,Chichester,Male,Age 43,Value,670.0
2017,Chichester,Male,Age 44,Value,648.0
2017,Chichester,Male,Aged 45-49,Value,3793.0
2017,Chichester,Male,Age 45,Value,710.0
2017,Chichester,Male,Age 46,Value,751.0
2017,Chichester,Male,Age 47,Value,727.0
2017,Chichester,Male,Age 48,Value,838.0
2017,Chichester,Male,Age 49,Value,767.0
2017,Chichester,Male,Aged 50-54,Value,4251.0
2017,Chichester,Male,Age 50,Value,831.0
2017,Chichester,Male,Age 51,Value,862.0
2017,Chichester,Male,Age 52,Value,848.0
2017,Chichester,Male,Age 53,Value,829.0
2017,Chichester,Male,Age 54,Value,881.0
2017,Chichester,Male,Aged 55-59,Value,4026.0
2017,Chichester,Male,Age 55,Value,829.0
2017,Chichester,Male,Age 56,Value,802.0
2017,Chichester,Male,Age 57,Value,793.0
2017,Chichester,Male,Age 58,Value,807.0
2017,Chichester,Male,Age 59,Value,795.0
2017,Chichester,Male,Aged 60-64,Value,3847.0
2017,Chichester,Male,Age 60,Value,758.0
2017,Chichester,Male,Age 61,Value,760.0
2017,Chichester,Male,Age 62,Value,774.0
2017,Chichester,Male,Age 63,Value,778.0
2017,Chichester,Male,Age 64,Value,777.0
2017,Chichester,Male,Aged 65-69,Value,3776.0
2017,Chichester,Male,Age 65,Value,699.0
2017,Chichester,Male,Age 66,Value,727.0
2017,Chichester,Male,Age 67,Value,722.0
2017,Chichester,Male,Age 68,Value,798.0
2017,Chichester,Male,Age 69,Value,830.0
2017,Chichester,Male,Aged 70-74,Value,3891.0
2017,Chichester,Male,Age 70,Value,964.0
2017,Chichester,Male,Age 71,Value,762.0
2017,Chichester,Male,Age 72,Value,729.0
2017,Chichester,Male,Age 73,Value,760.0
2017,Chichester,Male,Age 74,Value,676.0
2017,Chichester,Male,Aged 75-79,Value,2743.0
2017,Chichester,Male,Age 75,Value,610.0
2017,Chichester,Male,Age 76,Value,541.0
2017,Chichester,Male,Age 77,Value,564.0
2017,Chichester,Male,Age 78,Value,497.0
2017,Chichester,Male,Age 79,Value,531.0
2017,Chichester,Male,Aged 80-84,Value,2058.0
2017,Chichester,Male,Age 80,Value,448.0
2017,Chichester,Male,Age 81,Value,450.0
2017,Chichester,Male,Age 82,Value,411.0
2017,Chichester,Male,Age 83,Value,413.0
2017,Chichester,Male,Age 84,Value,336.0
2017,Chichester,Male,Aged 85+,Value,1781.0
2017,Chichester,Male,Age 85,Value,333.0
2017,Chichester,Male,Age 86,Value,245.0
2017,Chichester,Male,Age 87,Value,237.0
2017,Chichester,Male,Age 88,Value,199.0
2017,Chichester,Male,Age 89,Value,185.0
2017,Chichester,Male,Aged 90+,Value,582.0
2017,Chichester,Female,All Ages,Value,62887.0
2017,Chichester,Female,Aged 0 to 15,Value,9439.0
2017,Chichester,Female,Aged 16+,Value,53448.0
2017,Chichester,Female,Aged 16 to 64,Value,35817.0
2017,Chichester,Female,Aged 16 to 24,Value,6124.0
2017,Chichester,Female,Aged 16 to 17,Value,1090.0
2017,Chichester,Female,Aged 18 to 24,Value,5034.0
2017,Chichester,Female,Aged 18 to 21,Value,3058.0
2017,Chichester,Female,Aged 25 to 49,Value,16493.0
2017,Chichester,Female,Aged 50 to 64,Value,13200.0
2017,Chichester,Female,Aged 65+,Value,17631.0
2017,Chichester,Female,All Ages,Value,62887.0
2017,Chichester,Female,Age 0 - 4,Value,2741.0
2017,Chichester,Female,Age 0,Value,494.0
2017,Chichester,Female,Age 1,Value,536.0
2017,Chichester,Female,Age 2,Value,584.0
2017,Chichester,Female,Age 3,Value,586.0
2017,Chichester,Female,Age 4,Value,541.0
2017,Chichester,Female,Aged 5-9,Value,3115.0
2017,Chichester,Female,Age 5,Value,604.0
2017,Chichester,Female,Age 6,Value,592.0
2017,Chichester,Female,Age 7,Value,591.0
2017,Chichester,Female,Age 8,Value,672.0
2017,Chichester,Female,Age 9,Value,656.0
2017,Chichester,Female,Aged 10-14,Value,3015.0
2017,Chichester,Female,Age 10,Value,628.0
2017,Chichester,Female,Age 11,Value,624.0
2017,Chichester,Female,Age 12,Value,623.0
2017,Chichester,Female,Age 13,Value,577.0
2017,Chichester,Female,Age 14,Value,563.0
2017,Chichester,Female,Aged 15-19,Value,3151.0
2017,Chichester,Female,Age 15,Value,568.0
2017,Chichester,Female,Age 16,Value,538.0
2017,Chichester,Female,Age 17,Value,552.0
2017,Chichester,Female,Age 18,Value,654.0
2017,Chichester,Female,Age 19,Value,839.0
2017,Chichester,Female,Aged 20-24,Value,3541.0
2017,Chichester,Female,Age 20,Value,777.0
2017,Chichester,Female,Age 21,Value,788.0
2017,Chichester,Female,Age 22,Value,674.0
2017,Chichester,Female,Age 23,Value,673.0
2017,Chichester,Female,Age 24,Value,629.0
2017,Chichester,Female,Aged 25-29,Value,3066.0
2017,Chichester,Female,Age 25,Value,623.0
2017,Chichester,Female,Age 26,Value,649.0
2017,Chichester,Female,Age 27,Value,587.0
2017,Chichester,Female,Age 28,Value,597.0
2017,Chichester,Female,Age 29,Value,610.0
2017,Chichester,Female,Aged 30-34,Value,2810.0
2017,Chichester,Female,Age 30,Value,559.0
2017,Chichester,Female,Age 31,Value,524.0
2017,Chichester,Female,Age 32,Value,595.0
2017,Chichester,Female,Age 33,Value,592.0
2017,Chichester,Female,Age 34,Value,540.0
2017,Chichester,Female,Aged 35-39,Value,3165.0
2017,Chichester,Female,Age 35,Value,647.0
2017,Chichester,Female,Age 36,Value,619.0
2017,Chichester,Female,Age 37,Value,672.0
2017,Chichester,Female,Age 38,Value,613.0
2017,Chichester,Female,Age 39,Value,614.0
2017,Chichester,Female,Aged 40-44,Value,3398.0
2017,Chichester,Female,Age 40,Value,610.0
2017,Chichester,Female,Age 41,Value,628.0
2017,Chichester,Female,Age 42,Value,642.0
2017,Chichester,Female,Age 43,Value,734.0
2017,Chichester,Female,Age 44,Value,784.0
2017,Chichester,Female,Aged 45-49,Value,4054.0
2017,Chichester,Female,Age 45,Value,794.0
2017,Chichester,Female,Age 46,Value,838.0
2017,Chichester,Female,Age 47,Value,754.0
2017,Chichester,Female,Age 48,Value,802.0
2017,Chichester,Female,Age 49,Value,866.0
2017,Chichester,Female,Aged 50-54,Value,4625.0
2017,Chichester,Female,Age 50,Value,923.0
2017,Chichester,Female,Age 51,Value,939.0
2017,Chichester,Female,Age 52,Value,912.0
2017,Chichester,Female,Age 53,Value,972.0
2017,Chichester,Female,Age 54,Value,879.0
2017,Chichester,Female,Aged 55-59,Value,4495.0
2017,Chichester,Female,Age 55,Value,962.0
2017,Chichester,Female,Age 56,Value,836.0
2017,Chichester,Female,Age 57,Value,915.0
2017,Chichester,Female,Age 58,Value,879.0
2017,Chichester,Female,Age 59,Value,903.0
2017,Chichester,Female,Aged 60-64,Value,4080.0
2017,Chichester,Female,Age 60,Value,849.0
2017,Chichester,Female,Age 61,Value,853.0
2017,Chichester,Female,Age 62,Value,775.0
2017,Chichester,Female,Age 63,Value,808.0
2017,Chichester,Female,Age 64,Value,795.0
2017,Chichester,Female,Aged 65-69,Value,4367.0
2017,Chichester,Female,Age 65,Value,718.0
2017,Chichester,Female,Age 66,Value,843.0
2017,Chichester,Female,Age 67,Value,887.0
2017,Chichester,Female,Age 68,Value,933.0
2017,Chichester,Female,Age 69,Value,986.0
2017,Chichester,Female,Aged 70-74,Value,4362.0
2017,Chichester,Female,Age 70,Value,1107.0
2017,Chichester,Female,Age 71,Value,832.0
2017,Chichester,Female,Age 72,Value,875.0
2017,Chichester,Female,Age 73,Value,809.0
2017,Chichester,Female,Age 74,Value,739.0
2017,Chichester,Female,Aged 75-79,Value,3210.0
2017,Chichester,Female,Age 75,Value,734.0
2017,Chichester,Female,Age 76,Value,621.0
2017,Chichester,Female,Age 77,Value,651.0
2017,Chichester,Female,Age 78,Value,616.0
2017,Chichester,Female,Age 79,Value,588.0
2017,Chichester,Female,Aged 80-84,Value,2564.0
2017,Chichester,Female,Age 80,Value,575.0
2017,Chichester,Female,Age 81,Value,506.0
2017,Chichester,Female,Age 82,Value,537.0
2017,Chichester,Female,Age 83,Value,484.0
2017,Chichester,Female,Age 84,Value,462.0
2017,Chichester,Female,Aged 85+,Value,3128.0
2017,Chichester,Female,Age 85,Value,450.0
2017,Chichester,Female,Age 86,Value,392.0
2017,Chichester,Female,Age 87,Value,351.0
2017,Chichester,Female,Age 88,Value,357.0
2017,Chichester,Female,Age 89,Value,290.0
2017,Chichester,Female,Aged 90+,Value,1288.0
2018,Chichester,Total,All Ages,Value,122185.0
2018,Chichester,Total,Aged 0 to 15,Value,19526.0
2018,Chichester,Total,Aged 16+,Value,102659.0
2018,Chichester,Total,Aged 16 to 64,Value,70314.0
2018,Chichester,Total,Aged 16 to 24,Value,12230.0
2018,Chichester,Total,Aged 16 to 17,Value,2294.0
2018,Chichester,Total,Aged 18 to 24,Value,9936.0
2018,Chichester,Total,Aged 18 to 21,Value,5858.0
2018,Chichester,Total,Aged 25 to 49,Value,32301.0
2018,Chichester,Total,Aged 50 to 64,Value,25783.0
2018,Chichester,Total,Aged 65+,Value,32345.0
2018,Chichester,Total,All Ages,Value,122185.0
2018,Chichester,Total,Age 0 - 4,Value,5472.0
2018,Chichester,Total,Age 0,Value,966.0
2018,Chichester,Total,Age 1,Value,1020.0
2018,Chichester,Total,Age 2,Value,1100.0
2018,Chichester,Total,Age 3,Value,1217.0
2018,Chichester,Total,Age 4,Value,1169.0
2018,Chichester,Total,Aged 5-9,Value,6448.0
2018,Chichester,Total,Age 5,Value,1229.0
2018,Chichester,Total,Age 6,Value,1306.0
2018,Chichester,Total,Age 7,Value,1288.0
2018,Chichester,Total,Age 8,Value,1249.0
2018,Chichester,Total,Age 9,Value,1376.0
2018,Chichester,Total,Aged 10-14,Value,6439.0
2018,Chichester,Total,Age 10,Value,1356.0
2018,Chichester,Total,Age 11,Value,1323.0
2018,Chichester,Total,Age 12,Value,1299.0
2018,Chichester,Total,Age 13,Value,1258.0
2018,Chichester,Total,Age 14,Value,1203.0
2018,Chichester,Total,Aged 15-19,Value,6160.0
2018,Chichester,Total,Age 15,Value,1167.0
2018,Chichester,Total,Age 16,Value,1147.0
2018,Chichester,Total,Age 17,Value,1147.0
2018,Chichester,Total,Age 18,Value,1195.0
2018,Chichester,Total,Age 19,Value,1504.0
2018,Chichester,Total,Aged 20-24,Value,7237.0
2018,Chichester,Total,Age 20,Value,1647.0
2018,Chichester,Total,Age 21,Value,1512.0
2018,Chichester,Total,Age 22,Value,1413.0
2018,Chichester,Total,Age 23,Value,1314.0
2018,Chichester,Total,Age 24,Value,1351.0
2018,Chichester,Total,Aged 25-29,Value,6255.0
2018,Chichester,Total,Age 25,Value,1244.0
2018,Chichester,Total,Age 26,Value,1283.0
2018,Chichester,Total,Age 27,Value,1301.0
2018,Chichester,Total,Age 28,Value,1224.0
2018,Chichester,Total,Age 29,Value,1203.0
2018,Chichester,Total,Aged 30-34,Value,5974.0
2018,Chichester,Total,Age 30,Value,1296.0
2018,Chichester,Total,Age 31,Value,1169.0
2018,Chichester,Total,Age 32,Value,1128.0
2018,Chichester,Total,Age 33,Value,1217.0
2018,Chichester,Total,Age 34,Value,1164.0
2018,Chichester,Total,Aged 35-39,Value,6091.0
2018,Chichester,Total,Age 35,Value,1185.0
2018,Chichester,Total,Age 36,Value,1220.0
2018,Chichester,Total,Age 37,Value,1214.0
2018,Chichester,Total,Age 38,Value,1268.0
2018,Chichester,Total,Age 39,Value,1204.0
2018,Chichester,Total,Aged 40-44,Value,6276.0
2018,Chichester,Total,Age 40,Value,1185.0
2018,Chichester,Total,Age 41,Value,1176.0
2018,Chichester,Total,Age 42,Value,1257.0
2018,Chichester,Total,Age 43,Value,1248.0
2018,Chichester,Total,Age 44,Value,1410.0
2018,Chichester,Total,Aged 45-49,Value,7705.0
2018,Chichester,Total,Age 45,Value,1442.0
2018,Chichester,Total,Age 46,Value,1521.0
2018,Chichester,Total,Age 47,Value,1569.0
2018,Chichester,Total,Age 48,Value,1509.0
2018,Chichester,Total,Age 49,Value,1664.0
2018,Chichester,Total,Aged 50-54,Value,8883.0
2018,Chichester,Total,Age 50,Value,1644.0
2018,Chichester,Total,Age 51,Value,1782.0
2018,Chichester,Total,Age 52,Value,1826.0
2018,Chichester,Total,Age 53,Value,1793.0
2018,Chichester,Total,Age 54,Value,1838.0
2018,Chichester,Total,Aged 55-59,Value,8734.0
2018,Chichester,Total,Age 55,Value,1813.0
2018,Chichester,Total,Age 56,Value,1809.0
2018,Chichester,Total,Age 57,Value,1668.0
2018,Chichester,Total,Age 58,Value,1736.0
2018,Chichester,Total,Age 59,Value,1708.0
2018,Chichester,Total,Aged 60-64,Value,8166.0
2018,Chichester,Total,Age 60,Value,1734.0
2018,Chichester,Total,Age 61,Value,1633.0
2018,Chichester,Total,Age 62,Value,1614.0
2018,Chichester,Total,Age 63,Value,1576.0
2018,Chichester,Total,Age 64,Value,1609.0
2018,Chichester,Total,Aged 65-69,Value,7939.0
2018,Chichester,Total,Age 65,Value,1606.0
2018,Chichester,Total,Age 66,Value,1422.0
2018,Chichester,Total,Age 67,Value,1556.0
2018,Chichester,Total,Age 68,Value,1631.0
2018,Chichester,Total,Age 69,Value,1724.0
2018,Chichester,Total,Aged 70-74,Value,8581.0
2018,Chichester,Total,Age 70,Value,1789.0
2018,Chichester,Total,Age 71,Value,2065.0
2018,Chichester,Total,Age 72,Value,1590.0
2018,Chichester,Total,Age 73,Value,1572.0
2018,Chichester,Total,Age 74,Value,1565.0
2018,Chichester,Total,Aged 75-79,Value,6121.0
2018,Chichester,Total,Age 75,Value,1385.0
2018,Chichester,Total,Age 76,Value,1328.0
2018,Chichester,Total,Age 77,Value,1135.0
2018,Chichester,Total,Age 78,Value,1191.0
2018,Chichester,Total,Age 79,Value,1082.0
2018,Chichester,Total,Aged 80-84,Value,4724.0
2018,Chichester,Total,Age 80,Value,1085.0
2018,Chichester,Total,Age 81,Value,986.0
2018,Chichester,Total,Age 82,Value,905.0
2018,Chichester,Total,Age 83,Value,915.0
2018,Chichester,Total,Age 84,Value,833.0
2018,Chichester,Total,Aged 85+,Value,4980.0
2018,Chichester,Total,Age 85,Value,763.0
2018,Chichester,Total,Age 86,Value,733.0
2018,Chichester,Total,Age 87,Value,592.0
2018,Chichester,Total,Age 88,Value,524.0
2018,Chichester,Total,Age 89,Value,487.0
2018,Chichester,Total,Aged 90+,Value,1881.0
2018,Chichester,Male,All Ages,Value,58872.0
2018,Chichester,Male,Aged 0 to 15,Value,9988.0
2018,Chichester,Male,Aged 16+,Value,48884.0
2018,Chichester,Male,Aged 16 to 64,Value,34366.0
2018,Chichester,Male,Aged 16 to 24,Value,6253.0
2018,Chichester,Male,Aged 16 to 17,Value,1187.0
2018,Chichester,Male,Aged 18 to 24,Value,5066.0
2018,Chichester,Male,Aged 18 to 21,Value,2907.0
2018,Chichester,Male,Aged 25 to 49,Value,15822.0
2018,Chichester,Male,Aged 50 to 64,Value,12291.0
2018,Chichester,Male,Aged 65+,Value,14518.0
2018,Chichester,Male,All Ages,Value,58872.0
2018,Chichester,Male,Age 0 - 4,Value,2779.0
2018,Chichester,Male,Age 0,Value,487.0
2018,Chichester,Male,Age 1,Value,514.0
2018,Chichester,Male,Age 2,Value,565.0
2018,Chichester,Male,Age 3,Value,623.0
2018,Chichester,Male,Age 4,Value,590.0
2018,Chichester,Male,Aged 5-9,Value,3330.0
2018,Chichester,Male,Age 5,Value,672.0
2018,Chichester,Male,Age 6,Value,671.0
2018,Chichester,Male,Age 7,Value,669.0
2018,Chichester,Male,Age 8,Value,642.0
2018,Chichester,Male,Age 9,Value,676.0
2018,Chichester,Male,Aged 10-14,Value,3282.0
2018,Chichester,Male,Age 10,Value,680.0
2018,Chichester,Male,Age 11,Value,682.0
2018,Chichester,Male,Age 12,Value,680.0
2018,Chichester,Male,Age 13,Value,619.0
2018,Chichester,Male,Age 14,Value,621.0
2018,Chichester,Male,Aged 15-19,Value,3121.0
2018,Chichester,Male,Age 15,Value,597.0
2018,Chichester,Male,Age 16,Value,579.0
2018,Chichester,Male,Age 17,Value,608.0
2018,Chichester,Male,Age 18,Value,606.0
2018,Chichester,Male,Age 19,Value,731.0
2018,Chichester,Male,Aged 20-24,Value,3729.0
2018,Chichester,Male,Age 20,Value,797.0
2018,Chichester,Male,Age 21,Value,773.0
2018,Chichester,Male,Age 22,Value,753.0
2018,Chichester,Male,Age 23,Value,677.0
2018,Chichester,Male,Age 24,Value,729.0
2018,Chichester,Male,Aged 25-29,Value,3178.0
2018,Chichester,Male,Age 25,Value,641.0
2018,Chichester,Male,Age 26,Value,665.0
2018,Chichester,Male,Age 27,Value,641.0
2018,Chichester,Male,Age 28,Value,630.0
2018,Chichester,Male,Age 29,Value,601.0
2018,Chichester,Male,Aged 30-34,Value,3007.0
2018,Chichester,Male,Age 30,Value,653.0
2018,Chichester,Male,Age 31,Value,567.0
2018,Chichester,Male,Age 32,Value,591.0
2018,Chichester,Male,Age 33,Value,629.0
2018,Chichester,Male,Age 34,Value,567.0
2018,Chichester,Male,Aged 35-39,Value,2939.0
2018,Chichester,Male,Age 35,Value,632.0
2018,Chichester,Male,Age 36,Value,577.0
2018,Chichester,Male,Age 37,Value,566.0
2018,Chichester,Male,Age 38,Value,583.0
2018,Chichester,Male,Age 39,Value,581.0
2018,Chichester,Male,Aged 40-44,Value,2974.0
2018,Chichester,Male,Age 40,Value,566.0
2018,Chichester,Male,Age 41,Value,541.0
2018,Chichester,Male,Age 42,Value,609.0
2018,Chichester,Male,Age 43,Value,592.0
2018,Chichester,Male,Age 44,Value,666.0
2018,Chichester,Male,Aged 45-49,Value,3724.0
2018,Chichester,Male,Age 45,Value,659.0
2018,Chichester,Male,Age 46,Value,731.0
2018,Chichester,Male,Age 47,Value,747.0
2018,Chichester,Male,Age 48,Value,753.0
2018,Chichester,Male,Age 49,Value,834.0
2018,Chichester,Male,Aged 50-54,Value,4197.0
2018,Chichester,Male,Age 50,Value,768.0
2018,Chichester,Male,Age 51,Value,838.0
2018,Chichester,Male,Age 52,Value,883.0
2018,Chichester,Male,Age 53,Value,858.0
2018,Chichester,Male,Age 54,Value,850.0
2018,Chichester,Male,Aged 55-59,Value,4175.0
2018,Chichester,Male,Age 55,Value,893.0
2018,Chichester,Male,Age 56,Value,836.0
2018,Chichester,Male,Age 57,Value,815.0
2018,Chichester,Male,Age 58,Value,809.0
2018,Chichester,Male,Age 59,Value,822.0
2018,Chichester,Male,Aged 60-64,Value,3919.0
2018,Chichester,Male,Age 60,Value,808.0
2018,Chichester,Male,Age 61,Value,763.0
2018,Chichester,Male,Age 62,Value,767.0
2018,Chichester,Male,Age 63,Value,786.0
2018,Chichester,Male,Age 64,Value,795.0
2018,Chichester,Male,Aged 65-69,Value,3748.0
2018,Chichester,Male,Age 65,Value,791.0
2018,Chichester,Male,Age 66,Value,710.0
2018,Chichester,Male,Age 67,Value,715.0
2018,Chichester,Male,Age 68,Value,727.0
2018,Chichester,Male,Age 69,Value,805.0
2018,Chichester,Male,Aged 70-74,Value,4004.0
2018,Chichester,Male,Age 70,Value,817.0
2018,Chichester,Male,Age 71,Value,945.0
2018,Chichester,Male,Age 72,Value,761.0
2018,Chichester,Male,Age 73,Value,717.0
2018,Chichester,Male,Age 74,Value,764.0
2018,Chichester,Male,Aged 75-79,Value,2832.0
2018,Chichester,Male,Age 75,Value,667.0
2018,Chichester,Male,Age 76,Value,609.0
2018,Chichester,Male,Age 77,Value,524.0
2018,Chichester,Male,Age 78,Value,545.0
2018,Chichester,Male,Age 79,Value,487.0
2018,Chichester,Male,Aged 80-84,Value,2102.0
2018,Chichester,Male,Age 80,Value,512.0
2018,Chichester,Male,Age 81,Value,420.0
2018,Chichester,Male,Age 82,Value,414.0
2018,Chichester,Male,Age 83,Value,388.0
2018,Chichester,Male,Age 84,Value,368.0
2018,Chichester,Male,Aged 85+,Value,1832.0
2018,Chichester,Male,Age 85,Value,312.0
2018,Chichester,Male,Age 86,Value,305.0
2018,Chichester,Male,Age 87,Value,227.0
2018,Chichester,Male,Age 88,Value,201.0
2018,Chichester,Male,Age 89,Value,176.0
2018,Chichester,Male,Aged 90+,Value,611.0
2018,Chichester,Female,All Ages,Value,63313.0
2018,Chichester,Female,Aged 0 to 15,Value,9538.0
2018,Chichester,Female,Aged 16+,Value,53775.0
2018,Chichester,Female,Aged 16 to 64,Value,35948.0
2018,Chichester,Female,Aged 16 to 24,Value,5977.0
2018,Chichester,Female,Aged 16 to 17,Value,1107.0
2018,Chichester,Female,Aged 18 to 24,Value,4870.0
2018,Chichester,Female,Aged 18 to 21,Value,2951.0
2018,Chichester,Female,Aged 25 to 49,Value,16479.0
2018,Chichester,Female,Aged 50 to 64,Value,13492.0
2018,Chichester,Female,Aged 65+,Value,17827.0
2018,Chichester,Female,All Ages,Value,63313.0
2018,Chichester,Female,Age 0 - 4,Value,2693.0
2018,Chichester,Female,Age 0,Value,479.0
2018,Chichester,Female,Age 1,Value,506.0
2018,Chichester,Female,Age 2,Value,535.0
2018,Chichester,Female,Age 3,Value,594.0
2018,Chichester,Female,Age 4,Value,579.0
2018,Chichester,Female,Aged 5-9,Value,3118.0
2018,Chichester,Female,Age 5,Value,557.0
2018,Chichester,Female,Age 6,Value,635.0
2018,Chichester,Female,Age 7,Value,619.0
2018,Chichester,Female,Age 8,Value,607.0
2018,Chichester,Female,Age 9,Value,700.0
2018,Chichester,Female,Aged 10-14,Value,3157.0
2018,Chichester,Female,Age 10,Value,676.0
2018,Chichester,Female,Age 11,Value,641.0
2018,Chichester,Female,Age 12,Value,619.0
2018,Chichester,Female,Age 13,Value,639.0
2018,Chichester,Female,Age 14,Value,582.0
2018,Chichester,Female,Aged 15-19,Value,3039.0
2018,Chichester,Female,Age 15,Value,570.0
2018,Chichester,Female,Age 16,Value,568.0
2018,Chichester,Female,Age 17,Value,539.0
2018,Chichester,Female,Age 18,Value,589.0
2018,Chichester,Female,Age 19,Value,773.0
2018,Chichester,Female,Aged 20-24,Value,3508.0
2018,Chichester,Female,Age 20,Value,850.0
2018,Chichester,Female,Age 21,Value,739.0
2018,Chichester,Female,Age 22,Value,660.0
2018,Chichester,Female,Age 23,Value,637.0
2018,Chichester,Female,Age 24,Value,622.0
2018,Chichester,Female,Aged 25-29,Value,3077.0
2018,Chichester,Female,Age 25,Value,603.0
2018,Chichester,Female,Age 26,Value,618.0
2018,Chichester,Female,Age 27,Value,660.0
2018,Chichester,Female,Age 28,Value,594.0
2018,Chichester,Female,Age 29,Value,602.0
2018,Chichester,Female,Aged 30-34,Value,2967.0
2018,Chichester,Female,Age 30,Value,643.0
2018,Chichester,Female,Age 31,Value,602.0
2018,Chichester,Female,Age 32,Value,537.0
2018,Chichester,Female,Age 33,Value,588.0
2018,Chichester,Female,Age 34,Value,597.0
2018,Chichester,Female,Aged 35-39,Value,3152.0
2018,Chichester,Female,Age 35,Value,553.0
2018,Chichester,Female,Age 36,Value,643.0
2018,Chichester,Female,Age 37,Value,648.0
2018,Chichester,Female,Age 38,Value,685.0
2018,Chichester,Female,Age 39,Value,623.0
2018,Chichester,Female,Aged 40-44,Value,3302.0
2018,Chichester,Female,Age 40,Value,619.0
2018,Chichester,Female,Age 41,Value,635.0
2018,Chichester,Female,Age 42,Value,648.0
2018,Chichester,Female,Age 43,Value,656.0
2018,Chichester,Female,Age 44,Value,744.0
2018,Chichester,Female,Aged 45-49,Value,3981.0
2018,Chichester,Female,Age 45,Value,783.0
2018,Chichester,Female,Age 46,Value,790.0
2018,Chichester,Female,Age 47,Value,822.0
2018,Chichester,Female,Age 48,Value,756.0
2018,Chichester,Female,Age 49,Value,830.0
2018,Chichester,Female,Aged 50-54,Value,4686.0
2018,Chichester,Female,Age 50,Value,876.0
2018,Chichester,Female,Age 51,Value,944.0
2018,Chichester,Female,Age 52,Value,943.0
2018,Chichester,Female,Age 53,Value,935.0
2018,Chichester,Female,Age 54,Value,988.0
2018,Chichester,Female,Aged 55-59,Value,4559.0
2018,Chichester,Female,Age 55,Value,920.0
2018,Chichester,Female,Age 56,Value,973.0
2018,Chichester,Female,Age 57,Value,853.0
2018,Chichester,Female,Age 58,Value,927.0
2018,Chichester,Female,Age 59,Value,886.0
2018,Chichester,Female,Aged 60-64,Value,4247.0
2018,Chichester,Female,Age 60,Value,926.0
2018,Chichester,Female,Age 61,Value,870.0
2018,Chichester,Female,Age 62,Value,847.0
2018,Chichester,Female,Age 63,Value,790.0
2018,Chichester,Female,Age 64,Value,814.0
2018,Chichester,Female,Aged 65-69,Value,4191.0
2018,Chichester,Female,Age 65,Value,815.0
2018,Chichester,Female,Age 66,Value,712.0
2018,Chichester,Female,Age 67,Value,841.0
2018,Chichester,Female,Age 68,Value,904.0
2018,Chichester,Female,Age 69,Value,919.0
2018,Chichester,Female,Aged 70-74,Value,4577.0
2018,Chichester,Female,Age 70,Value,972.0
2018,Chichester,Female,Age 71,Value,1120.0
2018,Chichester,Female,Age 72,Value,829.0
2018,Chichester,Female,Age 73,Value,855.0
2018,Chichester,Female,Age 74,Value,801.0
2018,Chichester,Female,Aged 75-79,Value,3289.0
2018,Chichester,Female,Age 75,Value,718.0
2018,Chichester,Female,Age 76,Value,719.0
2018,Chichester,Female,Age 77,Value,611.0
2018,Chichester,Female,Age 78,Value,646.0
2018,Chichester,Female,Age 79,Value,595.0
2018,Chichester,Female,Aged 80-84,Value,2622.0
2018,Chichester,Female,Age 80,Value,573.0
2018,Chichester,Female,Age 81,Value,566.0
2018,Chichester,Female,Age 82,Value,491.0
2018,Chichester,Female,Age 83,Value,527.0
2018,Chichester,Female,Age 84,Value,465.0
2018,Chichester,Female,Aged 85+,Value,3148.0
2018,Chichester,Female,Age 85,Value,451.0
2018,Chichester,Female,Age 86,Value,428.0
2018,Chichester,Female,Age 87,Value,365.0
2018,Chichester,Female,Age 88,Value,323.0
2018,Chichester,Female,Age 89,Value,311.0
2018,Chichester,Female,Aged 90+,Value,1270.0
2019,Chichester,Total,All Ages,Value,122815.0
2019,Chichester,Total,Aged 0 to 15,Value,19601.0
2019,Chichester,Total,Aged 16+,Value,103214.0
2019,Chichester,Total,Aged 16 to 64,Value,70199.0
2019,Chichester,Total,Aged 16 to 24,Value,11959.0
2019,Chichester,Total,Aged 16 to 17,Value,2358.0
2019,Chichester,Total,Aged 18 to 24,Value,9601.0
2019,Chichester,Total,Aged 18 to 21,Value,5632.0
2019,Chichester,Total,Aged 25 to 49,Value,32186.0
2019,Chichester,Total,Aged 50 to 64,Value,26054.0
2019,Chichester,Total,Aged 65+,Value,33015.0
2019,Chichester,Total,All Ages,Value,122815.0
2019,Chichester,Total,Age 0 - 4,Value,5413.0
2019,Chichester,Total,Age 0,Value,1013.0
2019,Chichester,Total,Age 1,Value,1003.0
2019,Chichester,Total,Age 2,Value,1049.0
2019,Chichester,Total,Age 3,Value,1100.0
2019,Chichester,Total,Age 4,Value,1248.0
2019,Chichester,Total,Aged 5-9,Value,6327.0
2019,Chichester,Total,Age 5,Value,1174.0
2019,Chichester,Total,Age 6,Value,1247.0
2019,Chichester,Total,Age 7,Value,1328.0
2019,Chichester,Total,Age 8,Value,1304.0
2019,Chichester,Total,Age 9,Value,1274.0
2019,Chichester,Total,Aged 10-14,Value,6662.0
2019,Chichester,Total,Age 10,Value,1409.0
2019,Chichester,Total,Age 11,Value,1384.0
2019,Chichester,Total,Age 12,Value,1334.0
2019,Chichester,Total,Age 13,Value,1316.0
