Year,Location,Gender,Age Group,Population
2019,Chichester,Female,Age 4,1.0
2019,Chichester,Female,Aged 5-9,3062.0
2019,Chichester,Female,Aged 5-9,4.8
2019,Chichester,Female,Age 5,592.0
2019,Chichester,Female,Age 5,0.9
2019,Chichester,Female,Age 6,570.0
2019,Chichester,Female,Age 6,0.9
2019,Chichester,Female,Age 7,643.0
2019,Chichester,Female,Age 7,1.0
2019,Chichester,Female,Age 8,631.0
2019,Chichester,Female,Age 8,1.0
2019,Chichester,Female,Age 9,626.0
2019,Chichester,Female,Age 9,1.0
2019,Chichester,Female,Aged 10-14,3288.0
2019,Chichester,Female,Aged 10-14,5.2
2019,Chichester,Female,Age 10,704.0
2019,Chichester,Female,Age 10,1.1
2019,Chichester,Female,Age 11,693.0
2019,Chichester,Female,Age 11,1.1
2019,Chichester,Female,Age 12,637.0
2019,Chichester,Female,Age 12,1.0
2019,Chichester,Female,Age 13,634.0
2019,Chichester,Female,Age 13,1.0
2019,Chichester,Female,Age 14,620.0
2019,Chichester,Female,Age 14,1.0
2019,Chichester,Female,Aged 15-19,3036.0
2019,Chichester,Female,Aged 15-19,4.8
2019,Chichester,Female,Age 15,580.0
2019,Chichester,Female,Age 15,0.9
2019,Chichester,Female,Age 16,584.0
2019,Chichester,Female,Age 16,0.9
2019,Chichester,Female,Age 17,586.0
2019,Chichester,Female,Age 17,0.9
2019,Chichester,Female,Age 18,559.0
2019,Chichester,Female,Age 18,0.9
2019,Chichester,Female,Age 19,727.0
2019,Chichester,Female,Age 19,1.1
2019,Chichester,Female,Aged 20-24,3482.0
2019,Chichester,Female,Aged 20-24,5.5
2019,Chichester,Female,Age 20,804.0
2019,Chichester,Female,Age 20,1.3
2019,Chichester,Female,Age 21,765.0
2019,Chichester,Female,Age 21,1.2
2019,Chichester,Female,Age 22,689.0
2019,Chichester,Female,Age 22,1.1
2019,Chichester,Female,Age 23,626.0
2019,Chichester,Female,Age 23,1.0
2019,Chichester,Female,Age 24,598.0
2019,Chichester,Female,Age 24,0.9
2019,Chichester,Female,Aged 25-29,3020.0
2019,Chichester,Female,Aged 25-29,4.7
2019,Chichester,Female,Age 25,593.0
2019,Chichester,Female,Age 25,0.9
2019,Chichester,Female,Age 26,569.0
2019,Chichester,Female,Age 26,0.9
2019,Chichester,Female,Age 27,605.0
2019,Chichester,Female,Age 27,1.0
2019,Chichester,Female,Age 28,670.0
2019,Chichester,Female,Age 28,1.1
2019,Chichester,Female,Age 29,583.0
2019,Chichester,Female,Age 29,0.9
2019,Chichester,Female,Aged 30-34,3024.0
2019,Chichester,Female,Aged 30-34,4.7
2019,Chichester,Female,Age 30,602.0
2019,Chichester,Female,Age 30,0.9
2019,Chichester,Female,Age 31,658.0
2019,Chichester,Female,Age 31,1.0
2019,Chichester,Female,Age 32,597.0
2019,Chichester,Female,Age 32,0.9
2019,Chichester,Female,Age 33,530.0
2019,Chichester,Female,Age 33,0.8
2019,Chichester,Female,Age 34,637.0
2019,Chichester,Female,Age 34,1.0
2019,Chichester,Female,Aged 35-39,3196.0
2019,Chichester,Female,Aged 35-39,5.0
2019,Chichester,Female,Age 35,602.0
2019,Chichester,Female,Age 35,0.9
2019,Chichester,Female,Age 36,580.0
2019,Chichester,Female,Age 36,0.9
2019,Chichester,Female,Age 37,647.0
2019,Chichester,Female,Age 37,1.0
2019,Chichester,Female,Age 38,664.0
2019,Chichester,Female,Age 38,1.0
2019,Chichester,Female,Age 39,703.0
2019,Chichester,Female,Age 39,1.1
2019,Chichester,Female,Aged 40-44,3230.0
2019,Chichester,Female,Aged 40-44,5.1
2019,Chichester,Female,Age 40,623.0
2019,Chichester,Female,Age 40,1.0
2019,Chichester,Female,Age 41,622.0
2019,Chichester,Female,Age 41,1.0
2019,Chichester,Female,Age 42,646.0
2019,Chichester,Female,Age 42,1.0
2019,Chichester,Female,Age 43,663.0
2019,Chichester,Female,Age 43,1.0
2019,Chichester,Female,Age 44,676.0
2019,Chichester,Female,Age 44,1.1
2019,Chichester,Female,Aged 45-49,3915.0
2019,Chichester,Female,Aged 45-49,6.1
2019,Chichester,Female,Age 45,757.0
2019,Chichester,Female,Age 45,1.2
2019,Chichester,Female,Age 46,782.0
2019,Chichester,Female,Age 46,1.2
2019,Chichester,Female,Age 47,783.0
2019,Chichester,Female,Age 47,1.2
2019,Chichester,Female,Age 48,830.0
2019,Chichester,Female,Age 48,1.3
2019,Chichester,Female,Age 49,763.0
2019,Chichester,Female,Age 49,1.2
2019,Chichester,Female,Aged 50-54,4523.0
2019,Chichester,Female,Aged 50-54,7.1
2019,Chichester,Female,Age 50,824.0
2019,Chichester,Female,Age 50,1.3
2019,Chichester,Female,Age 51,898.0
2019,Chichester,Female,Age 51,1.4
2019,Chichester,Female,Age 52,931.0
2019,Chichester,Female,Age 52,1.5
2019,Chichester,Female,Age 53,945.0
2019,Chichester,Female,Age 53,1.5
2019,Chichester,Female,Age 54,925.0
2019,Chichester,Female,Age 54,1.5
2019,Chichester,Female,Aged 55-59,4740.0
2019,Chichester,Female,Aged 55-59,7.4
2019,Chichester,Female,Age 55,992.0
2019,Chichester,Female,Age 55,1.6
2019,Chichester,Female,Age 56,949.0
2019,Chichester,Female,Age 56,1.5
2019,Chichester,Female,Age 57,970.0
2019,Chichester,Female,Age 57,1.5
2019,Chichester,Female,Age 58,877.0
2019,Chichester,Female,Age 58,1.4
2019,Chichester,Female,Age 59,952.0
2019,Chichester,Female,Age 59,1.5
2019,Chichester,Female,Aged 60-64,4363.0
2019,Chichester,Female,Aged 60-64,6.9
2019,Chichester,Female,Age 60,881.0
2019,Chichester,Female,Age 60,1.4
2019,Chichester,Female,Age 61,940.0
2019,Chichester,Female,Age 61,1.5
2019,Chichester,Female,Age 62,886.0
2019,Chichester,Female,Age 62,1.4
2019,Chichester,Female,Age 63,851.0
2019,Chichester,Female,Age 63,1.3
2019,Chichester,Female,Age 64,805.0
2019,Chichester,Female,Age 64,1.3
2019,Chichester,Female,Aged 65-69,4111.0
2019,Chichester,Female,Aged 65-69,6.5
2019,Chichester,Female,Age 65,833.0
2019,Chichester,Female,Age 65,1.3
2019,Chichester,Female,Age 66,818.0
2019,Chichester,Female,Age 66,1.3
2019,Chichester,Female,Age 67,718.0
2019,Chichester,Female,Age 67,1.1
2019,Chichester,Female,Age 68,831.0
2019,Chichester,Female,Age 68,1.3
2019,Chichester,Female,Age 69,911.0
2019,Chichester,Female,Age 69,1.4
2019,Chichester,Female,Aged 70-74,4706.0
2019,Chichester,Female,Aged 70-74,7.4
2019,Chichester,Female,Age 70,926.0
2019,Chichester,Female,Age 70,1.5
2019,Chichester,Female,Age 71,982.0
2019,Chichester,Female,Age 71,1.5
2019,Chichester,Female,Age 72,1123.0
2019,Chichester,Female,Age 72,1.8
2019,Chichester,Female,Age 73,818.0
2019,Chichester,Female,Age 73,1.3
2019,Chichester,Female,Age 74,857.0
2019,Chichester,Female,Age 74,1.3
2019,Chichester,Female,Aged 75-79,3462.0
2019,Chichester,Female,Aged 75-79,5.4
2019,Chichester,Female,Age 75,797.0
2019,Chichester,Female,Age 75,1.3
2019,Chichester,Female,Age 76,726.0
2019,Chichester,Female,Age 76,1.1
2019,Chichester,Female,Age 77,713.0
2019,Chichester,Female,Age 77,1.1
2019,Chichester,Female,Age 78,589.0
2019,Chichester,Female,Age 78,0.9
2019,Chichester,Female,Age 79,637.0
2019,Chichester,Female,Age 79,1.0
2019,Chichester,Female,Aged 80-84,2654.0
2019,Chichester,Female,Aged 80-84,4.2
2019,Chichester,Female,Age 80,596.0
2019,Chichester,Female,Age 80,0.9
2019,Chichester,Female,Age 81,551.0
2019,Chichester,Female,Age 81,0.9
2019,Chichester,Female,Age 82,548.0
2019,Chichester,Female,Age 82,0.9
2019,Chichester,Female,Age 83,459.0
2019,Chichester,Female,Age 83,0.7
2019,Chichester,Female,Age 84,500.0
2019,Chichester,Female,Age 84,0.8
2019,Chichester,Female,Aged 85+,3196.0
2019,Chichester,Female,Aged 85+,5.0
2019,Chichester,Female,Age 85,458.0
2019,Chichester,Female,Age 85,0.7
2019,Chichester,Female,Age 86,410.0
2019,Chichester,Female,Age 86,0.6
2019,Chichester,Female,Age 87,384.0
2019,Chichester,Female,Age 87,0.6
2019,Chichester,Female,Age 88,337.0
2019,Chichester,Female,Age 88,0.5
2019,Chichester,Female,Age 89,293.0
2019,Chichester,Female,Age 89,0.5
2019,Chichester,Female,Aged 90+,1314.0
2019,Chichester,Female,Aged 90+,2.1
2020,Chichester,Total,All Ages,123032.0
2020,Chichester,Total,All Ages,100.0
2020,Chichester,Total,Aged 0 to 15,19411.0
2020,Chichester,Total,Aged 0 to 15,15.8
2020,Chichester,Total,Aged 16+,103621.0
2020,Chichester,Total,Aged 16+,84.2
2020,Chichester,Total,Aged 16 to 64,70275.0
2020,Chichester,Total,Aged 16 to 64,57.1
2020,Chichester,Total,Aged 16 to 24,11815.0
2020,Chichester,Total,Aged 16 to 24,9.6
2020,Chichester,Total,Aged 16 to 17,2411.0
2020,Chichester,Total,Aged 16 to 17,2.0
2020,Chichester,Total,Aged 18 to 24,9404.0
2020,Chichester,Total,Aged 18 to 24,7.6
2020,Chichester,Total,Aged 18 to 21,5542.0
2020,Chichester,Total,Aged 18 to 21,4.5
2020,Chichester,Total,Aged 25 to 49,32238.0
2020,Chichester,Total,Aged 25 to 49,26.2
2020,Chichester,Total,Aged 50 to 64,26222.0
2020,Chichester,Total,Aged 50 to 64,21.3
2020,Chichester,Total,Aged 65+,33346.0
2020,Chichester,Total,Aged 65+,27.1
2020,Chichester,Total,All Ages,123032.0
2020,Chichester,Total,All Ages,100.0
2020,Chichester,Total,Age 0 - 4,5244.0
2020,Chichester,Total,Age 0 - 4,4.3
2020,Chichester,Total,Age 0,983.0
2020,Chichester,Total,Age 0,0.8
2020,Chichester,Total,Age 1,1048.0
2020,Chichester,Total,Age 1,0.9
2020,Chichester,Total,Age 2,1042.0
2020,Chichester,Total,Age 2,0.8
2020,Chichester,Total,Age 3,1072.0
2020,Chichester,Total,Age 3,0.9
2020,Chichester,Total,Age 4,1099.0
2020,Chichester,Total,Age 4,0.9
2020,Chichester,Total,Aged 5-9,6319.0
2020,Chichester,Total,Aged 5-9,5.1
2020,Chichester,Total,Age 5,1248.0
2020,Chichester,Total,Age 5,1.0
2020,Chichester,Total,Age 6,1171.0
2020,Chichester,Total,Age 6,1.0
2020,Chichester,Total,Age 7,1252.0
2020,Chichester,Total,Age 7,1.0
2020,Chichester,Total,Age 8,1320.0
2020,Chichester,Total,Age 8,1.1
2020,Chichester,Total,Age 9,1328.0
2020,Chichester,Total,Age 9,1.1
2020,Chichester,Total,Aged 10-14,6618.0
2020,Chichester,Total,Aged 10-14,5.4
2020,Chichester,Total,Age 10,1270.0
2020,Chichester,Total,Age 10,1.0
2020,Chichester,Total,Age 11,1395.0
2020,Chichester,Total,Age 11,1.1
2020,Chichester,Total,Age 12,1388.0
2020,Chichester,Total,Age 12,1.1
2020,Chichester,Total,Age 13,1312.0
2020,Chichester,Total,Age 13,1.1
2020,Chichester,Total,Age 14,1253.0
2020,Chichester,Total,Age 14,1.0
2020,Chichester,Total,Aged 15-19,6309.0
2020,Chichester,Total,Aged 15-19,5.1
2020,Chichester,Total,Age 15,1230.0
2020,Chichester,Total,Age 15,1.0
2020,Chichester,Total,Age 16,1204.0
2020,Chichester,Total,Age 16,1.0
2020,Chichester,Total,Age 17,1207.0
2020,Chichester,Total,Age 17,1.0
2020,Chichester,Total,Age 18,1251.0
2020,Chichester,Total,Age 18,1.0
2020,Chichester,Total,Age 19,1417.0
2020,Chichester,Total,Age 19,1.2
2020,Chichester,Total,Aged 20-24,6736.0
2020,Chichester,Total,Aged 20-24,5.5
2020,Chichester,Total,Age 20,1409.0
2020,Chichester,Total,Age 20,1.1
2020,Chichester,Total,Age 21,1465.0
2020,Chichester,Total,Age 21,1.2
2020,Chichester,Total,Age 22,1374.0
2020,Chichester,Total,Age 22,1.1
2020,Chichester,Total,Age 23,1267.0
2020,Chichester,Total,Age 23,1.0
2020,Chichester,Total,Age 24,1221.0
2020,Chichester,Total,Age 24,1.0
2020,Chichester,Total,Aged 25-29,6232.0
2020,Chichester,Total,Aged 25-29,5.1
2020,Chichester,Total,Age 25,1223.0
2020,Chichester,Total,Age 25,1.0
2020,Chichester,Total,Age 26,1258.0
2020,Chichester,Total,Age 26,1.0
2020,Chichester,Total,Age 27,1190.0
2020,Chichester,Total,Age 27,1.0
2020,Chichester,Total,Age 28,1278.0
2020,Chichester,Total,Age 28,1.0
2020,Chichester,Total,Age 29,1283.0
2020,Chichester,Total,Age 29,1.0
2020,Chichester,Total,Aged 30-34,6124.0
2020,Chichester,Total,Aged 30-34,5.0
2020,Chichester,Total,Age 30,1251.0
2020,Chichester,Total,Age 30,1.0
2020,Chichester,Total,Age 31,1231.0
2020,Chichester,Total,Age 31,1.0
2020,Chichester,Total,Age 32,1332.0
2020,Chichester,Total,Age 32,1.1
2020,Chichester,Total,Age 33,1159.0
2020,Chichester,Total,Age 33,0.9
2020,Chichester,Total,Age 34,1151.0
2020,Chichester,Total,Age 34,0.9
2020,Chichester,Total,Aged 35-39,6326.0
2020,Chichester,Total,Aged 35-39,5.1
2020,Chichester,Total,Age 35,1302.0
2020,Chichester,Total,Age 35,1.1
2020,Chichester,Total,Age 36,1229.0
2020,Chichester,Total,Age 36,1.0
2020,Chichester,Total,Age 37,1249.0
2020,Chichester,Total,Age 37,1.0
2020,Chichester,Total,Age 38,1271.0
2020,Chichester,Total,Age 38,1.0
2020,Chichester,Total,Age 39,1275.0
2020,Chichester,Total,Age 39,1.0
2020,Chichester,Total,Aged 40-44,6241.0
2020,Chichester,Total,Aged 40-44,5.1
2020,Chichester,Total,Age 40,1278.0
2020,Chichester,Total,Age 40,1.0
2020,Chichester,Total,Age 41,1230.0
2020,Chichester,Total,Age 41,1.0
2020,Chichester,Total,Age 42,1230.0
2020,Chichester,Total,Age 42,1.0
2020,Chichester,Total,Age 43,1241.0
2020,Chichester,Total,Age 43,1.0
2020,Chichester,Total,Age 44,1262.0
2020,Chichester,Total,Age 44,1.0
2020,Chichester,Total,Aged 45-49,7315.0
2020,Chichester,Total,Aged 45-49,5.9
2020,Chichester,Total,Age 45,1276.0
2020,Chichester,Total,Age 45,1.0
2020,Chichester,Total,Age 46,1426.0
2020,Chichester,Total,Age 46,1.2
2020,Chichester,Total,Age 47,1482.0
2020,Chichester,Total,Age 47,1.2
2020,Chichester,Total,Age 48,1564.0
2020,Chichester,Total,Age 48,1.3
2020,Chichester,Total,Age 49,1567.0
2020,Chichester,Total,Age 49,1.3
2020,Chichester,Total,Aged 50-54,8521.0
2020,Chichester,Total,Aged 50-54,6.9
2020,Chichester,Total,Age 50,1518.0
2020,Chichester,Total,Age 50,1.2
2020,Chichester,Total,Age 51,1679.0
2020,Chichester,Total,Age 51,1.4
2020,Chichester,Total,Age 52,1694.0
2020,Chichester,Total,Age 52,1.4
2020,Chichester,Total,Age 53,1801.0
2020,Chichester,Total,Age 53,1.5
2020,Chichester,Total,Age 54,1829.0
2020,Chichester,Total,Age 54,1.5
2020,Chichester,Total,Aged 55-59,9101.0
2020,Chichester,Total,Aged 55-59,7.4
2020,Chichester,Total,Age 55,1794.0
2020,Chichester,Total,Age 55,1.5
2020,Chichester,Total,Age 56,1891.0
2020,Chichester,Total,Age 56,1.5
2020,Chichester,Total,Age 57,1879.0
2020,Chichester,Total,Age 57,1.5
2020,Chichester,Total,Age 58,1845.0
2020,Chichester,Total,Age 58,1.5
2020,Chichester,Total,Age 59,1692.0
2020,Chichester,Total,Age 59,1.4
2020,Chichester,Total,Aged 60-64,8600.0
2020,Chichester,Total,Aged 60-64,7.0
2020,Chichester,Total,Age 60,1790.0
2020,Chichester,Total,Age 60,1.5
2020,Chichester,Total,Age 61,1724.0
2020,Chichester,Total,Age 61,1.4
2020,Chichester,Total,Age 62,1793.0
2020,Chichester,Total,Age 62,1.5
2020,Chichester,Total,Age 63,1636.0
2020,Chichester,Total,Age 63,1.3
2020,Chichester,Total,Age 64,1657.0
2020,Chichester,Total,Age 64,1.3
2020,Chichester,Total,Aged 65-69,7875.0
2020,Chichester,Total,Aged 65-69,6.4
2020,Chichester,Total,Age 65,1595.0
2020,Chichester,Total,Age 65,1.3
2020,Chichester,Total,Age 66,1637.0
2020,Chichester,Total,Age 66,1.3
2020,Chichester,Total,Age 67,1649.0
2020,Chichester,Total,Age 67,1.3
2020,Chichester,Total,Age 68,1448.0
2020,Chichester,Total,Age 68,1.2
2020,Chichester,Total,Age 69,1546.0
2020,Chichester,Total,Age 69,1.3
2020,Chichester,Total,Aged 70-74,8745.0
2020,Chichester,Total,Aged 70-74,7.1
2020,Chichester,Total,Age 70,1631.0
2020,Chichester,Total,Age 70,1.3
2020,Chichester,Total,Age 71,1731.0
2020,Chichester,Total,Age 71,1.4
2020,Chichester,Total,Age 72,1787.0
2020,Chichester,Total,Age 72,1.5
2020,Chichester,Total,Age 73,2037.0
2020,Chichester,Total,Age 73,1.7
2020,Chichester,Total,Age 74,1559.0
2020,Chichester,Total,Age 74,1.3
2020,Chichester,Total,Aged 75-79,6743.0
2020,Chichester,Total,Aged 75-79,5.5
2020,Chichester,Total,Age 75,1530.0
2020,Chichester,Total,Age 75,1.2
2020,Chichester,Total,Age 76,1515.0
2020,Chichester,Total,Age 76,1.2
2020,Chichester,Total,Age 77,1363.0
2020,Chichester,Total,Age 77,1.1
2020,Chichester,Total,Age 78,1273.0
2020,Chichester,Total,Age 78,1.0
2020,Chichester,Total,Age 79,1062.0
2020,Chichester,Total,Age 79,0.9
2020,Chichester,Total,Aged 80-84,4823.0
2020,Chichester,Total,Aged 80-84,3.9
2020,Chichester,Total,Age 80,1100.0
2020,Chichester,Total,Age 80,0.9
2020,Chichester,Total,Age 81,1029.0
2020,Chichester,Total,Age 81,0.8
2020,Chichester,Total,Age 82,983.0
2020,Chichester,Total,Age 82,0.8
2020,Chichester,Total,Age 83,909.0
2020,Chichester,Total,Age 83,0.7
2020,Chichester,Total,Age 84,802.0
2020,Chichester,Total,Age 84,0.7
2020,Chichester,Total,Aged 85+,5160.0
2020,Chichester,Total,Aged 85+,4.2
2020,Chichester,Total,Age 85,773.0
2020,Chichester,Total,Age 85,0.6
2020,Chichester,Total,Age 86,751.0
2020,Chichester,Total,Age 86,0.6
2020,Chichester,Total,Age 87,615.0
2020,Chichester,Total,Age 87,0.5
2020,Chichester,Total,Age 88,583.0
2020,Chichester,Total,Age 88,0.5
2020,Chichester,Total,Age 89,467.0
2020,Chichester,Total,Age 89,0.4
2020,Chichester,Total,Aged 90+,1971.0
2020,Chichester,Total,Aged 90+,1.6
2020,Chichester,Male,All Ages,59205.0
2020,Chichester,Male,All Ages,100.0
2020,Chichester,Male,Aged 0 to 15,9882.0
2020,Chichester,Male,Aged 0 to 15,16.7
2020,Chichester,Male,Aged 16+,49323.0
2020,Chichester,Male,Aged 16+,83.3
2020,Chichester,Male,Aged 16 to 64,34248.0
2020,Chichester,Male,Aged 16 to 64,57.8
2020,Chichester,Male,Aged 16 to 24,5961.0
2020,Chichester,Male,Aged 16 to 24,10.1
2020,Chichester,Male,Aged 16 to 17,1252.0
2020,Chichester,Male,Aged 16 to 17,2.1
2020,Chichester,Male,Aged 18 to 24,4709.0
2020,Chichester,Male,Aged 18 to 24,8.0
2020,Chichester,Male,Aged 18 to 21,2670.0
2020,Chichester,Male,Aged 18 to 21,4.5
2020,Chichester,Male,Aged 25 to 49,15810.0
2020,Chichester,Male,Aged 25 to 49,26.7
2020,Chichester,Male,Aged 50 to 64,12477.0
2020,Chichester,Male,Aged 50 to 64,21.1
2020,Chichester,Male,Aged 65+,15075.0
2020,Chichester,Male,Aged 65+,25.5
2020,Chichester,Male,All Ages,59205.0
2020,Chichester,Male,All Ages,100.0
2020,Chichester,Male,Age 0 - 4,2644.0
2020,Chichester,Male,Age 0 - 4,4.5
2020,Chichester,Male,Age 0,483.0
2020,Chichester,Male,Age 0,0.8
2020,Chichester,Male,Age 1,537.0
2020,Chichester,Male,Age 1,0.9
2020,Chichester,Male,Age 2,526.0
2020,Chichester,Male,Age 2,0.9
2020,Chichester,Male,Age 3,535.0
2020,Chichester,Male,Age 3,0.9
2020,Chichester,Male,Age 4,563.0
2020,Chichester,Male,Age 4,1.0
2020,Chichester,Male,Aged 5-9,3260.0
2020,Chichester,Male,Aged 5-9,5.5
2020,Chichester,Male,Age 5,639.0
2020,Chichester,Male,Age 5,1.1
2020,Chichester,Male,Age 6,581.0
2020,Chichester,Male,Age 6,1.0
2020,Chichester,Male,Age 7,677.0
2020,Chichester,Male,Age 7,1.1
2020,Chichester,Male,Age 8,680.0
2020,Chichester,Male,Age 8,1.1
2020,Chichester,Male,Age 9,683.0
2020,Chichester,Male,Age 9,1.2
2020,Chichester,Male,Aged 10-14,3373.0
2020,Chichester,Male,Aged 10-14,5.7
2020,Chichester,Male,Age 10,641.0
2020,Chichester,Male,Age 10,1.1
2020,Chichester,Male,Age 11,702.0
2020,Chichester,Male,Age 11,1.2
2020,Chichester,Male,Age 12,695.0
2020,Chichester,Male,Age 12,1.2
2020,Chichester,Male,Age 13,689.0
2020,Chichester,Male,Age 13,1.2
2020,Chichester,Male,Age 14,646.0
2020,Chichester,Male,Age 14,1.1
2020,Chichester,Male,Aged 15-19,3148.0
2020,Chichester,Male,Aged 15-19,5.3
2020,Chichester,Male,Age 15,605.0
2020,Chichester,Male,Age 15,1.0
2020,Chichester,Male,Age 16,629.0
2020,Chichester,Male,Age 16,1.1
2020,Chichester,Male,Age 17,623.0
2020,Chichester,Male,Age 17,1.1
2020,Chichester,Male,Age 18,608.0
2020,Chichester,Male,Age 18,1.0
2020,Chichester,Male,Age 19,683.0
2020,Chichester,Male,Age 19,1.2
2020,Chichester,Male,Aged 20-24,3418.0
2020,Chichester,Male,Aged 20-24,5.8
2020,Chichester,Male,Age 20,650.0
2020,Chichester,Male,Age 20,1.1
2020,Chichester,Male,Age 21,729.0
2020,Chichester,Male,Age 21,1.2
2020,Chichester,Male,Age 22,730.0
2020,Chichester,Male,Age 22,1.2
2020,Chichester,Male,Age 23,639.0
2020,Chichester,Male,Age 23,1.1
2020,Chichester,Male,Age 24,670.0
2020,Chichester,Male,Age 24,1.1
2020,Chichester,Male,Aged 25-29,3150.0
2020,Chichester,Male,Aged 25-29,5.3
2020,Chichester,Male,Age 25,640.0
2020,Chichester,Male,Age 25,1.1
2020,Chichester,Male,Age 26,660.0
2020,Chichester,Male,Age 26,1.1
2020,Chichester,Male,Age 27,591.0
2020,Chichester,Male,Age 27,1.0
2020,Chichester,Male,Age 28,658.0
2020,Chichester,Male,Age 28,1.1
2020,Chichester,Male,Age 29,601.0
2020,Chichester,Male,Age 29,1.0
2020,Chichester,Male,Aged 30-34,3076.0
2020,Chichester,Male,Aged 30-34,5.2
2020,Chichester,Male,Age 30,637.0
2020,Chichester,Male,Age 30,1.1
2020,Chichester,Male,Age 31,608.0
2020,Chichester,Male,Age 31,1.0
2020,Chichester,Male,Age 32,666.0
2020,Chichester,Male,Age 32,1.1
2020,Chichester,Male,Age 33,548.0
2020,Chichester,Male,Age 33,0.9
2020,Chichester,Male,Age 34,617.0
2020,Chichester,Male,Age 34,1.0
2020,Chichester,Male,Aged 35-39,3123.0
2020,Chichester,Male,Aged 35-39,5.3
2020,Chichester,Male,Age 35,672.0
2020,Chichester,Male,Age 35,1.1
2020,Chichester,Male,Age 36,623.0
2020,Chichester,Male,Age 36,1.1
2020,Chichester,Male,Age 37,655.0
2020,Chichester,Male,Age 37,1.1
2020,Chichester,Male,Age 38,588.0
2020,Chichester,Male,Age 38,1.0
2020,Chichester,Male,Age 39,585.0
2020,Chichester,Male,Age 39,1.0
2020,Chichester,Male,Aged 40-44,2994.0
2020,Chichester,Male,Aged 40-44,5.1
2020,Chichester,Male,Age 40,602.0
2020,Chichester,Male,Age 40,1.0
2020,Chichester,Male,Age 41,603.0
2020,Chichester,Male,Age 41,1.0
2020,Chichester,Male,Age 42,604.0
2020,Chichester,Male,Age 42,1.0
2020,Chichester,Male,Age 43,578.0
2020,Chichester,Male,Age 43,1.0
2020,Chichester,Male,Age 44,607.0
2020,Chichester,Male,Age 44,1.0
2020,Chichester,Male,Aged 45-49,3467.0
2020,Chichester,Male,Aged 45-49,5.9
2020,Chichester,Male,Age 45,589.0
2020,Chichester,Male,Age 45,1.0
2020,Chichester,Male,Age 46,679.0
2020,Chichester,Male,Age 46,1.1
2020,Chichester,Male,Age 47,709.0
2020,Chichester,Male,Age 47,1.2
2020,Chichester,Male,Age 48,762.0
2020,Chichester,Male,Age 48,1.3
2020,Chichester,Male,Age 49,728.0
2020,Chichester,Male,Age 49,1.2
2020,Chichester,Male,Aged 50-54,4125.0
2020,Chichester,Male,Aged 50-54,7.0
2020,Chichester,Male,Age 50,758.0
2020,Chichester,Male,Age 50,1.3
2020,Chichester,Male,Age 51,854.0
2020,Chichester,Male,Age 51,1.4
2020,Chichester,Male,Age 52,786.0
2020,Chichester,Male,Age 52,1.3
2020,Chichester,Male,Age 53,845.0
2020,Chichester,Male,Age 53,1.4
2020,Chichester,Male,Age 54,882.0
2020,Chichester,Male,Age 54,1.5
2020,Chichester,Male,Aged 55-59,4328.0
2020,Chichester,Male,Aged 55-59,7.3
2020,Chichester,Male,Age 55,864.0
2020,Chichester,Male,Age 55,1.5
2020,Chichester,Male,Age 56,885.0
2020,Chichester,Male,Age 56,1.5
2020,Chichester,Male,Age 57,913.0
2020,Chichester,Male,Age 57,1.5
2020,Chichester,Male,Age 58,848.0
2020,Chichester,Male,Age 58,1.4
2020,Chichester,Male,Age 59,818.0
2020,Chichester,Male,Age 59,1.4
2020,Chichester,Male,Aged 60-64,4024.0
2020,Chichester,Male,Aged 60-64,6.8
2020,Chichester,Male,Age 60,830.0
2020,Chichester,Male,Age 60,1.4
2020,Chichester,Male,Age 61,820.0
2020,Chichester,Male,Age 61,1.4
2020,Chichester,Male,Age 62,831.0
2020,Chichester,Male,Age 62,1.4
2020,Chichester,Male,Age 63,743.0
2020,Chichester,Male,Age 63,1.3
2020,Chichester,Male,Age 64,800.0
2020,Chichester,Male,Age 64,1.4
2020,Chichester,Male,Aged 65-69,3842.0
2020,Chichester,Male,Aged 65-69,6.5
2020,Chichester,Male,Age 65,788.0
2020,Chichester,Male,Age 65,1.3
2020,Chichester,Male,Age 66,805.0
2020,Chichester,Male,Age 66,1.4
2020,Chichester,Male,Age 67,811.0
2020,Chichester,Male,Age 67,1.4
2020,Chichester,Male,Age 68,716.0
2020,Chichester,Male,Age 68,1.2
2020,Chichester,Male,Age 69,722.0
2020,Chichester,Male,Age 69,1.2
2020,Chichester,Male,Aged 70-74,4014.0
2020,Chichester,Male,Aged 70-74,6.8
2020,Chichester,Male,Age 70,714.0
2020,Chichester,Male,Age 70,1.2
2020,Chichester,Male,Age 71,810.0
2020,Chichester,Male,Age 71,1.4
2020,Chichester,Male,Age 72,813.0
2020,Chichester,Male,Age 72,1.4
2020,Chichester,Male,Age 73,935.0
2020,Chichester,Male,Age 73,1.6
2020,Chichester,Male,Age 74,742.0
2020,Chichester,Male,Age 74,1.3
2020,Chichester,Male,Aged 75-79,3141.0
2020,Chichester,Male,Aged 75-79,5.3
2020,Chichester,Male,Age 75,692.0
2020,Chichester,Male,Age 75,1.2
2020,Chichester,Male,Age 76,736.0
2020,Chichester,Male,Age 76,1.2
2020,Chichester,Male,Age 77,644.0
2020,Chichester,Male,Age 77,1.1
2020,Chichester,Male,Age 78,575.0
2020,Chichester,Male,Age 78,1.0
2020,Chichester,Male,Age 79,494.0
2020,Chichester,Male,Age 79,0.8
2020,Chichester,Male,Aged 80-84,2151.0
